"","mu1","mu2"
"4818",8,-3
"4819",8,-3
"4820",8,-3
"4821",-1,6
"4822",-1,6
"4823",-1,6
"4824",-1,6
"4825",-1,6
"4826",-1,6
"4827",-1,6
"4828",-1,6
"4829",-1,6
"4830",-1,6
"4831",-3,3
"4832",-3,3
"4833",-3,3
"4834",-3,3
"4835",-3,3
"4836",-3,3
"4837",-3,3
"4838",-3,3
"4839",-3,3
"4840",-3,3
"4841",7,16
"4842",7,16
"4843",7,16
"4844",7,16
"4845",7,16
"4846",7,16
"4847",7,16
"4848",7,16
"4849",7,16
"4850",7,16
"4851",-11,-5
"4852",-11,-5
"4853",-11,-5
"4854",-11,-5
"4855",-11,-5
"4856",-11,-5
"4857",-11,-5
"4858",-11,-5
"4859",-11,-5
"4860",-11,-5
"4861",-5,-8
"4862",-5,-8
"4863",-5,-8
"4864",-5,-8
"4865",-5,-8
"4866",-5,-8
"4867",-5,-8
"4868",-5,-8
"4869",-5,-8
"4870",-5,-8
"4871",-4,-4
"4872",-4,-4
"4873",-4,-4
"4874",-4,-4
"4875",-4,-4
"4876",-4,-4
"4877",-4,-4
"4878",-4,-4
"4879",-4,-4
"4880",-4,-4
"4881",-2,4
"4882",-2,4
"4883",-2,4
"4884",-2,4
"4885",-2,4
"4886",-2,4
"4887",-2,4
"4888",-2,4
"4889",-2,4
"4890",-2,4
"4891",-2,-6
"4892",-2,-6
"4893",-2,-6
"4894",-2,-6
"4895",-2,-6
"4896",-2,-6
"4897",-2,-6
"4898",-2,-6
"4899",-2,-6
"4900",-2,-6
"4901",4,-5
"4902",4,-5
"4903",4,-5
"4904",4,-5
"4905",4,-5
"4906",4,-5
"4907",4,-5
"4908",4,-5
"4909",4,-5
"4910",4,-5
"4911",-4,3
"4912",-4,3
"4913",-4,3
"4914",-4,3
"4915",-4,3
"4916",-4,3
"4917",-4,3
"4918",-4,3
"4919",-4,3
"4920",-4,3
"4921",10,7
"4922",10,7
"4923",10,7
"4924",10,7
"4925",10,7
"4926",10,7
"4927",10,7
"4928",10,7
"4929",10,7
"4930",10,7
"4931",-7,-7
"4932",-7,-7
"4933",-7,-7
"4934",-7,-7
"4935",-7,-7
"4936",-7,-7
"4937",-7,-7
"4938",-7,-7
"4939",-7,-7
"4940",-7,-7
"4941",12,-15
"4942",12,-15
"4943",12,-15
"4944",12,-15
"4945",12,-15
"4946",12,-15
"4947",12,-15
"4948",12,-15
"4949",12,-15
"4950",12,-15
"4951",6,15
"4952",6,15
"4953",6,15
"4954",6,15
"4955",6,15
"4956",6,15
"4957",6,15
"4958",6,15
"4959",6,15
"4960",6,15
"4961",-6,2
"4962",-6,2
"4963",-6,2
"4964",-6,2
"4965",-6,2
"4966",-6,2
"4967",-6,2
"4968",-6,2
"4969",-6,2
"4970",-6,2
"4971",-4,-11
"4972",-4,-11
"4973",-4,-11
"4974",-4,-11
"4975",-4,-11
"4976",-4,-11
"4977",-4,-11
"4978",-4,-11
"4979",-4,-11
"4980",-4,-11
"4981",3,6
"4982",3,6
"4983",3,6
"4984",3,6
"4985",3,6
"4986",3,6
"4987",3,6
"4988",3,6
"4989",3,6
"4990",3,6
"4991",10,5
"4992",10,5
"4993",10,5
"4994",10,5
"4995",10,5
"4996",10,5
"4997",10,5
"4998",10,5
"4999",10,5
"5000",10,5
"5001",2,0
"5002",2,0
"5003",2,0
"5004",2,0
"5005",2,0
"5006",2,0
"5007",2,0
"5008",2,0
"5009",2,0
"5010",2,0
"5011",3,-2
"5012",3,-2
"5013",3,-2
"5014",3,-2
"5015",3,-2
"5016",3,-2
"5017",3,-2
"5018",3,-2
"5019",3,-2
"5020",3,-2
"5021",-7,7
"5022",-7,7
"5023",-7,7
"5024",-7,7
"5025",-7,7
"5026",-7,7
"5027",-7,7
"5028",-7,7
"5029",-7,7
"5030",-7,7
"5031",4,11
"5032",4,11
"5033",4,11
"5034",4,11
"5035",4,11
"5036",4,11
"5037",4,11
"5038",4,11
"5039",4,11
"5040",4,11
"5041",-2,2
"5042",-2,2
"5043",-2,2
"5044",-2,2
"5045",-2,2
"5046",-2,2
"5047",-2,2
"5048",-2,2
"5049",-2,2
"5050",-2,2
"5051",-11,-8
"5052",-11,-8
"5053",-11,-8
"5054",-11,-8
"5055",-11,-8
"5056",-11,-8
"5057",-11,-8
"5058",-11,-8
"5059",-11,-8
"5060",-11,-8
"5061",-3,-2
"5062",-3,-2
"5063",-3,-2
"5064",-3,-2
"5065",-3,-2
"5066",-3,-2
"5067",-3,-2
"5068",-3,-2
"5069",-3,-2
"5070",-3,-2
"5071",-7,4
"5072",-7,4
"5073",-7,4
"5074",-7,4
"5075",-7,4
"5076",-7,4
"5077",-7,4
"5078",-7,4
"5079",-7,4
"5080",-7,4
"5081",1,19
"5082",1,19
"5083",1,19
"5084",1,19
"5085",1,19
"5086",1,19
"5087",1,19
"5088",1,19
"5089",1,19
"5090",1,19
"5091",-11,-1
"5092",-11,-1
"5093",-11,-1
"5094",-11,-1
"5095",-11,-1
"5096",-11,-1
"5097",-11,-1
"5098",-11,-1
"5099",-11,-1
"5100",-11,-1
"5101",1,-14
"5102",1,-14
"5103",1,-14
"5104",1,-14
"5105",1,-14
"5106",1,-14
"5107",1,-14
"5108",1,-14
"5109",1,-14
"5110",1,-14
"5111",-5,11
"5112",-5,11
"5113",-5,11
"5114",-5,11
"5115",-5,11
"5116",-5,11
"5117",-5,11
"5118",-5,11
"5119",-5,11
"5120",-5,11
"5121",-7,-5
"5122",-7,-5
"5123",-7,-5
"5124",-7,-5
"5125",-7,-5
"5126",-7,-5
"5127",-7,-5
"5128",-7,-5
"5129",-7,-5
"5130",-7,-5
"5131",-3,7
"5132",-3,7
"5133",-3,7
"5134",-3,7
"5135",-3,7
"5136",-3,7
"5137",-3,7
"5138",-3,7
"5139",-3,7
"5140",-3,7
"5141",0,-20
"5142",0,-20
"5143",0,-20
"5144",0,-20
"5145",0,-20
"5146",0,-20
"5147",0,-20
"5148",0,-20
"5149",0,-20
"5150",0,-20
"5151",5,9
"5152",5,9
"5153",5,9
"5154",5,9
"5155",5,9
"5156",5,9
"5157",5,9
"5158",5,9
"5159",5,9
"5160",5,9
"5161",-17,8
"5162",-17,8
"5163",-17,8
"5164",-17,8
"5165",-17,8
"5166",-17,8
"5167",-17,8
"5168",-17,8
"5169",-17,8
"5170",-17,8
"5171",9,2
"5172",9,2
"5173",9,2
"5174",9,2
"5175",9,2
"5176",9,2
"5177",9,2
"5178",9,2
"5179",9,2
"5180",9,2
"5181",1,-7
"5182",1,-7
"5183",1,-7
"5184",1,-7
"5185",1,-7
"5186",1,-7
"5187",1,-7
"5188",1,-7
"5189",1,-7
"5190",1,-7
"5191",4,-5
"5192",4,-5
"5193",4,-5
"5194",4,-5
"5195",4,-5
"5196",4,-5
"5197",4,-5
"5198",4,-5
"5199",4,-5
"5200",4,-5
"5201",8,8
"5202",8,8
"5203",8,8
"5204",8,8
"5205",8,8
"5206",8,8
"5207",8,8
"5208",8,8
"5209",8,8
"5210",8,8
"5211",0,-1
"5212",0,-1
"5213",0,-1
"5214",0,-1
"5215",0,-1
"5216",0,-1
"5217",0,-1
"5218",0,-1
"5219",0,-1
"5220",0,-1
"5221",-3,8
"5222",-3,8
"5223",-3,8
"5224",-3,8
"5225",-3,8
"5226",-3,8
"5227",-3,8
"5228",-3,8
"5229",-3,8
"5230",-3,8
"5231",-2,5
"5232",-2,5
"5233",-2,5
"5234",-2,5
"5235",-2,5
"5236",-2,5
"5237",-2,5
"5238",-2,5
"5239",-2,5
"5240",-2,5
"5241",11,-3
"5242",11,-3
"5243",11,-3
"5244",11,-3
"5245",11,-3
"5246",11,-3
"5247",11,-3
"5248",11,-3
"5249",11,-3
"5250",11,-3
"5251",18,10
"5252",18,10
"5253",18,10
"5254",18,10
"5255",18,10
"5256",18,10
"5257",18,10
"5258",18,10
"5259",18,10
"5260",18,10
"5261",3,2
"5262",3,2
"5263",3,2
"5264",3,2
"5265",3,2
"5266",3,2
"5267",3,2
"5268",3,2
"5269",3,2
"5270",3,2
"5271",-9,1
"5272",-9,1
"5273",-9,1
"5274",-9,1
"5275",-9,1
"5276",-9,1
"5277",-9,1
"5278",-9,1
"5279",-9,1
"5280",-9,1
"5281",21,9
"5282",21,9
"5283",21,9
"5284",21,9
"5285",21,9
"5286",21,9
"5287",21,9
"5288",21,9
"5289",21,9
"5290",21,9
"5291",11,14
"5292",11,14
"5293",11,14
"5294",11,14
"5295",11,14
"5296",11,14
"5297",11,14
"5298",11,14
"5299",11,14
"5300",11,14
"5301",-3,1
"5302",-3,1
"5303",-3,1
"5304",-3,1
"5305",-3,1
"5306",-3,1
"5307",-3,1
"5308",-3,1
"5309",-3,1
"5310",-3,1
"5311",0,-5
"5312",0,-5
"5313",0,-5
"5314",0,-5
"5315",0,-5
"5316",0,-5
"5317",0,-5
"5318",0,-5
"5319",0,-5
"5320",0,-5
"5321",4,8
"5322",4,8
"5323",4,8
"5324",4,8
"5325",4,8
"5326",4,8
"5327",4,8
"5328",4,8
"5329",4,8
"5330",4,8
"5331",3,6
"5332",3,6
"5333",3,6
"5334",3,6
"5335",3,6
"5336",3,6
"5337",3,6
"5338",3,6
"5339",3,6
"5340",3,6
"5341",-9,-4
"5342",-9,-4
"5343",-9,-4
"5344",-9,-4
"5345",-9,-4
"5346",-9,-4
"5347",-9,-4
"5348",-9,-4
"5349",-9,-4
"5350",-9,-4
"5351",2,-16
"5352",2,-16
"5353",2,-16
"5354",2,-16
"5355",2,-16
"5356",2,-16
"5357",2,-16
"5358",2,-16
"5359",2,-16
"5360",2,-16
"5361",-8,22
"5362",-8,22
"5363",-8,22
"5364",-8,22
"5365",-8,22
"5366",-8,22
"5367",-8,22
"5368",-8,22
"5369",-8,22
"5370",-8,22
"5371",0,-5
"5372",0,-5
"5373",0,-5
"5374",0,-5
"5375",0,-5
"5376",0,-5
"5377",0,-5
"5378",0,-5
"5379",0,-5
"5380",0,-5
"5381",14,16
"5382",14,16
"5383",14,16
"5384",14,16
"5385",14,16
"5386",14,16
"5387",14,16
"5388",14,16
"5389",14,16
"5390",14,16
"5391",9,2
"5392",9,2
"5393",9,2
"5394",9,2
"5395",9,2
"5396",9,2
"5397",9,2
"5398",9,2
"5399",9,2
"5400",9,2
"5401",-5,-1
"5402",-5,-1
"5403",-5,-1
"5404",-5,-1
"5405",-5,-1
"5406",-5,-1
"5407",-5,-1
"5408",-5,-1
"5409",-5,-1
"5410",-5,-1
"5411",0,1
"5412",0,1
"5413",0,1
"5414",0,1
"5415",0,1
"5416",0,1
"5417",0,1
"5418",0,1
"5419",0,1
"5420",0,1
"5421",-5,1
"5422",-5,1
"5423",-5,1
"5424",-5,1
"5425",-5,1
"5426",-5,1
"5427",-5,1
"5428",-5,1
"5429",-5,1
"5430",-5,1
"5431",3,4
"5432",3,4
"5433",3,4
"5434",3,4
"5435",3,4
"5436",3,4
"5437",3,4
"5438",3,4
"5439",3,4
"5440",3,4
"5441",1,0
"5442",1,0
"5443",1,0
"5444",1,0
"5445",1,0
"5446",1,0
"5447",1,0
"5448",1,0
"5449",1,0
"5450",1,0
"5451",-6,-5
"5452",-6,-5
"5453",-6,-5
"5454",-6,-5
"5455",-6,-5
"5456",-6,-5
"5457",-6,-5
"5458",-6,-5
"5459",-6,-5
"5460",-6,-5
"5461",10,4
"5462",10,4
"5463",10,4
"5464",10,4
"5465",10,4
"5466",10,4
"5467",10,4
"5468",10,4
"5469",10,4
"5470",10,4
"5471",3,13
"5472",3,13
"5473",3,13
"5474",3,13
"5475",3,13
"5476",3,13
"5477",3,13
"5478",3,13
"5479",3,13
"5480",3,13
"5481",-8,-8
"5482",-8,-8
"5483",-8,-8
"5484",-8,-8
"5485",-8,-8
"5486",-8,-8
"5487",-8,-8
"5488",-8,-8
"5489",-8,-8
"5490",-8,-8
"5491",-5,6
"5492",-5,6
"5493",-5,6
"5494",-5,6
"5495",-5,6
"5496",-5,6
"5497",-5,6
"5498",-5,6
"5499",-5,6
"5500",-5,6
"5501",12,10
"5502",12,10
"5503",12,10
"5504",12,10
"5505",12,10
"5506",12,10
"5507",12,10
"5508",12,10
"5509",12,10
"5510",12,10
"5511",-9,-4
"5512",-9,-4
"5513",-9,-4
"5514",-9,-4
"5515",-9,-4
"5516",-9,-4
"5517",-9,-4
"5518",-9,-4
"5519",-9,-4
"5520",-9,-4
"5521",-8,-1
"5522",-8,-1
"5523",-8,-1
"5524",-8,-1
"5525",-8,-1
"5526",-8,-1
"5527",-8,-1
"5528",-8,-1
"5529",-8,-1
"5530",-8,-1
"5531",-12,-11
"5532",-12,-11
"5533",-12,-11
"5534",-12,-11
"5535",-12,-11
"5536",-12,-11
"5537",-12,-11
"5538",-12,-11
"5539",-12,-11
"5540",-12,-11
"5541",4,14
"5542",4,14
"5543",4,14
"5544",4,14
"5545",4,14
"5546",4,14
"5547",4,14
"5548",4,14
"5549",4,14
"5550",4,14
"5551",2,11
"5552",2,11
"5553",2,11
"5554",2,11
"5555",2,11
"5556",2,11
"5557",2,11
"5558",2,11
"5559",2,11
"5560",2,11
"5561",12,-6
"5562",12,-6
"5563",12,-6
"5564",12,-6
"5565",12,-6
"5566",12,-6
"5567",12,-6
"5568",12,-6
"5569",12,-6
"5570",12,-6
"5571",1,5
"5572",1,5
"5573",1,5
"5574",1,5
"5575",1,5
"5576",1,5
"5577",1,5
"5578",1,5
"5579",1,5
"5580",1,5
"5581",-4,-9
"5582",-4,-9
"5583",-4,-9
"5584",-4,-9
"5585",-4,-9
"5586",-4,-9
"5587",-4,-9
"5588",-4,-9
"5589",-4,-9
"5590",-4,-9
"5591",-10,1
"5592",-10,1
"5593",-10,1
"5594",-10,1
"5595",-10,1
"5596",-10,1
"5597",-10,1
"5598",-10,1
"5599",-10,1
"5600",-10,1
"5601",-7,-4
"5602",-7,-4
"5603",-7,-4
"5604",-7,-4
"5605",-7,-4
"5606",-7,-4
"5607",-7,-4
"5608",-7,-4
"5609",-7,-4
"5610",-7,-4
"5611",4,-13
"5612",4,-13
"5613",4,-13
"5614",4,-13
"5615",4,-13
"5616",4,-13
"5617",4,-13
"5618",4,-13
"5619",4,-13
"5620",4,-13
"5621",-3,-1
"5622",-3,-1
"5623",-3,-1
"5624",-3,-1
"5625",-3,-1
"5626",-3,-1
"5627",-3,-1
"5628",-3,-1
"5629",-3,-1
"5630",-3,-1
"5631",-9,-7
"5632",-9,-7
"5633",-9,-7
"5634",-9,-7
"5635",-9,-7
"5636",-9,-7
"5637",-9,-7
"5638",-9,-7
"5639",-9,-7
"5640",-9,-7
"5641",-15,11
"5642",-15,11
"5643",-15,11
"5644",-15,11
"5645",-15,11
"5646",-15,11
"5647",-15,11
"5648",-15,11
"5649",-15,11
"5650",-15,11
"5651",2,14
"5652",2,14
"5653",2,14
"5654",2,14
"5655",2,14
"5656",2,14
"5657",2,14
"5658",2,14
"5659",2,14
"5660",2,14
"5661",-2,-4
"5662",-2,-4
"5663",-2,-4
"5664",-2,-4
"5665",-2,-4
"5666",-2,-4
"5667",-2,-4
"5668",-2,-4
"5669",-2,-4
"5670",-2,-4
"5671",-8,-3
"5672",-8,-3
"5673",-8,-3
"5674",-8,-3
"5675",-8,-3
"5676",-8,-3
"5677",-8,-3
"5678",-8,-3
"5679",-8,-3
"5680",-8,-3
"5681",1,-2
"5682",1,-2
"5683",1,-2
"5684",1,-2
"5685",1,-2
"5686",1,-2
"5687",1,-2
"5688",1,-2
"5689",1,-2
"5690",1,-2
"5691",-6,-4
"5692",-6,-4
"5693",-6,-4
"5694",-6,-4
"5695",-6,-4
"5696",-6,-4
"5697",-6,-4
"5698",-6,-4
"5699",-6,-4
"5700",-6,-4
"5701",3,8
"5702",3,8
"5703",3,8
"5704",3,8
"5705",3,8
"5706",3,8
"5707",3,8
"5708",3,8
"5709",3,8
"5710",3,8
"5711",-4,-2
"5712",-4,-2
"5713",-4,-2
"5714",-4,-2
"5715",-4,-2
"5716",-4,-2
"5717",-4,-2
"5718",-4,-2
"5719",-4,-2
"5720",-4,-2
"5721",-6,-4
"5722",-6,-4
"5723",-6,-4
"5724",-6,-4
"5725",-6,-4
"5726",-6,-4
"5727",-6,-4
"5728",-6,-4
"5729",-6,-4
"5730",-6,-4
"5731",-13,-2
"5732",-13,-2
"5733",-13,-2
"5734",-13,-2
"5735",-13,-2
"5736",-13,-2
"5737",-13,-2
"5738",-13,-2
"5739",-13,-2
"5740",-13,-2
"5741",-1,1
"5742",-1,1
"5743",-1,1
"5744",-1,1
"5745",-1,1
"5746",-1,1
"5747",-1,1
"5748",-1,1
"5749",-1,1
"5750",-1,1
"5751",-6,5
"5752",-6,5
"5753",-6,5
"5754",-6,5
"5755",-6,5
"5756",-6,5
"5757",-6,5
"5758",-6,5
"5759",-6,5
"5760",-6,5
"5761",2,11
"5762",2,11
"5763",2,11
"5764",2,11
"5765",2,11
"5766",2,11
"5767",2,11
"5768",2,11
"5769",2,11
"5770",2,11
"5771",-6,7
"5772",-6,7
"5773",-6,7
"5774",-6,7
"5775",-6,7
"5776",-6,7
"5777",-6,7
"5778",-6,7
"5779",-6,7
"5780",-6,7
"5781",0,-1
"5782",0,-1
"5783",0,-1
"5784",0,-1
"5785",0,-1
"5786",0,-1
"5787",0,-1
"5788",0,-1
"5789",0,-1
"5790",0,-1
"5791",-5,0
"5792",-5,0
"5793",-5,0
"5794",-5,0
"5795",-5,0
"5796",-5,0
"5797",-5,0
"5798",-5,0
"5799",-5,0
"5800",-5,0
"5801",-9,-4
"5802",-9,-4
"5803",-9,-4
"5804",-9,-4
"5805",-9,-4
"5806",-9,-4
"5807",-9,-4
"5808",-9,-4
"5809",-9,-4
"5810",-9,-4
"5811",8,3
"5812",8,3
"5813",8,3
"5814",8,3
"5815",8,3
"5816",8,3
"5817",8,3
"5818",8,3
"5819",8,3
"5820",8,3
"5821",0,-1
"5822",0,-1
"5823",0,-1
"5824",0,-1
"5825",0,-1
"5826",0,-1
"5827",0,-1
"5828",0,-1
"5829",0,-1
"5830",0,-1
"5831",-17,4
"5832",-17,4
"5833",-17,4
"5834",-17,4
"5835",-17,4
"5836",-17,4
"5837",-17,4
"5838",-17,4
"5839",-17,4
"5840",-17,4
"5841",-5,-9
"5842",-5,-9
"5843",-5,-9
"5844",-5,-9
"5845",-5,-9
"5846",-5,-9
"5847",-5,-9
"5848",-5,-9
"5849",-5,-9
"5850",-5,-9
"5851",5,1
"5852",5,1
"5853",5,1
"5854",5,1
"5855",5,1
"5856",5,1
"5857",5,1
"5858",5,1
"5859",5,1
"5860",5,1
"5861",-2,-16
"5862",-2,-16
"5863",-2,-16
"5864",-2,-16
"5865",-2,-16
"5866",-2,-16
"5867",-2,-16
"5868",-2,-16
"5869",-2,-16
"5870",-2,-16
"5871",3,13
"5872",3,13
"5873",3,13
"5874",3,13
"5875",3,13
"5876",3,13
"5877",3,13
"5878",3,13
"5879",3,13
"5880",3,13
"5881",14,3
"5882",14,3
"5883",14,3
"5884",14,3
"5885",14,3
"5886",14,3
"5887",14,3
"5888",14,3
"5889",14,3
"5890",14,3
"5891",3,1
"5892",3,1
"5893",3,1
"5894",3,1
"5895",3,1
"5896",3,1
"5897",3,1
"5898",3,1
"5899",3,1
"5900",3,1
"5901",-7,-1
"5902",-7,-1
"5903",-7,-1
"5904",-7,-1
"5905",-7,-1
"5906",-7,-1
"5907",-7,-1
"5908",-7,-1
"5909",-7,-1
"5910",-7,-1
"5911",-20,11
"5912",-20,11
"5913",-20,11
"5914",-20,11
"5915",-20,11
"5916",-20,11
"5917",-20,11
"5918",-20,11
"5919",-20,11
"5920",-20,11
"5921",11,10
"5922",11,10
"5923",11,10
"5924",11,10
"5925",11,10
"5926",11,10
"5927",11,10
"5928",11,10
"5929",11,10
"5930",11,10
"5931",4,1
"5932",4,1
"5933",4,1
"5934",4,1
"5935",4,1
"5936",4,1
"5937",4,1
"5938",4,1
"5939",4,1
"5940",4,1
"5941",9,18
"5942",9,18
"5943",9,18
"5944",9,18
"5945",9,18
"5946",9,18
"5947",9,18
"5948",9,18
"5949",9,18
"5950",9,18
"5951",-2,10
"5952",-2,10
"5953",-2,10
"5954",-2,10
"5955",-2,10
"5956",-2,10
"5957",-2,10
"5958",-2,10
"5959",-2,10
"5960",-2,10
"5961",-11,-8
"5962",-11,-8
"5963",-11,-8
"5964",-11,-8
"5965",-11,-8
"5966",-11,-8
"5967",-11,-8
"5968",-11,-8
"5969",-11,-8
"5970",-11,-8
"5971",-7,2
"5972",-7,2
"5973",-7,2
"5974",-7,2
"5975",-7,2
"5976",-7,2
"5977",-7,2
"5978",-7,2
"5979",-7,2
"5980",-7,2
"5981",5,-1
"5982",5,-1
"5983",5,-1
"5984",5,-1
"5985",5,-1
"5986",5,-1
"5987",5,-1
"5988",5,-1
"5989",5,-1
"5990",5,-1
"5991",2,10
"5992",2,10
"5993",2,10
"5994",2,10
"5995",2,10
"5996",2,10
"5997",2,10
"5998",2,10
"5999",2,10
"6000",2,10
"6001",-16,9
"6002",-16,9
"6003",-16,9
"6004",-16,9
"6005",-16,9
"6006",-16,9
"6007",-16,9
"6008",-16,9
"6009",-16,9
"6010",-16,9
"6011",6,23
"6012",6,23
"6013",6,23
"6014",6,23
"6015",6,23
"6016",6,23
"6017",6,23
"6018",6,23
"6019",6,23
"6020",6,23
"6021",-7,-12
"6022",-7,-12
"6023",-7,-12
"6024",-7,-12
"6025",-7,-12
"6026",-7,-12
"6027",-7,-12
"6028",-7,-12
"6029",-7,-12
"6030",-7,-12
"6031",15,-4
"6032",15,-4
"6033",15,-4
"6034",15,-4
"6035",15,-4
"6036",15,-4
"6037",15,-4
"6038",15,-4
"6039",15,-4
"6040",15,-4
"6041",-7,-1
"6042",-7,-1
"6043",-7,-1
"6044",-7,-1
"6045",-7,-1
"6046",-7,-1
"6047",-7,-1
"6048",-7,-1
"6049",-7,-1
"6050",-7,-1
"6051",0,-3
"6052",0,-3
"6053",0,-3
"6054",0,-3
"6055",0,-3
"6056",0,-3
"6057",0,-3
"6058",0,-3
"6059",0,-3
"6060",0,-3
"6061",-5,-4
"6062",-5,-4
"6063",-5,-4
"6064",-5,-4
"6065",-5,-4
"6066",-5,-4
"6067",-5,-4
"6068",-5,-4
"6069",-5,-4
"6070",-5,-4
"6071",-5,-7
"6072",-5,-7
"6073",-5,-7
"6074",-5,-7
"6075",-5,-7
"6076",-5,-7
"6077",-5,-7
"6078",-5,-7
"6079",-5,-7
"6080",-5,-7
"6081",-20,-12
"6082",-20,-12
"6083",-20,-12
"6084",-20,-12
"6085",-20,-12
"6086",-20,-12
"6087",-20,-12
"6088",-20,-12
"6089",-20,-12
"6090",-20,-12
"6091",-5,1
"6092",-5,1
"6093",-5,1
"6094",-5,1
"6095",-5,1
"6096",-5,1
"6097",-5,1
"6098",-5,1
"6099",-5,1
"6100",-5,1
"6101",1,-5
"6102",1,-5
"6103",1,-5
"6104",1,-5
"6105",1,-5
"6106",1,-5
"6107",1,-5
"6108",1,-5
"6109",1,-5
"6110",1,-5
"6111",2,3
"6112",2,3
"6113",2,3
"6114",2,3
"6115",2,3
"6116",2,3
"6117",2,3
"6118",2,3
"6119",2,3
"6120",2,3
"6121",0,6
"6122",0,6
"6123",0,6
"6124",0,6
"6125",0,6
"6126",0,6
"6127",0,6
"6128",0,6
"6129",0,6
"6130",0,6
"6131",-13,0
"6132",-13,0
"6133",-13,0
"6134",-13,0
"6135",-13,0
"6136",-13,0
"6137",-13,0
"6138",-13,0
"6139",-13,0
"6140",-13,0
"6141",9,-3
"6142",9,-3
"6143",9,-3
"6144",9,-3
"6145",9,-3
"6146",9,-3
"6147",9,-3
"6148",9,-3
"6149",9,-3
"6150",9,-3
"6151",-1,11
"6152",-1,11
"6153",-1,11
"6154",-1,11
"6155",-1,11
"6156",-1,11
"6157",-1,11
"6158",-1,11
"6159",-1,11
"6160",-1,11
"6161",-4,-13
"6162",-4,-13
"6163",-4,-13
"6164",-4,-13
"6165",-4,-13
"6166",-4,-13
"6167",-4,-13
"6168",-4,-13
"6169",-4,-13
"6170",-4,-13
"6171",-8,4
"6172",-8,4
"6173",-8,4
"6174",-8,4
"6175",-8,4
"6176",-8,4
"6177",-8,4
"6178",-8,4
"6179",-8,4
"6180",-8,4
"6181",5,-5
"6182",5,-5
"6183",5,-5
"6184",5,-5
"6185",5,-5
"6186",5,-5
"6187",5,-5
"6188",5,-5
"6189",5,-5
"6190",5,-5
"6191",1,10
"6192",1,10
"6193",1,10
"6194",1,10
"6195",1,10
"6196",1,10
"6197",1,10
"6198",1,10
"6199",1,10
"6200",1,10
"6201",-6,-8
"6202",-6,-8
"6203",-6,-8
"6204",-6,-8
"6205",-6,-8
"6206",-6,-8
"6207",-6,-8
"6208",-6,-8
"6209",-6,-8
"6210",-6,-8
"6211",-2,-21
"6212",-2,-21
"6213",-2,-21
"6214",-2,-21
"6215",-2,-21
"6216",-2,-21
"6217",-2,-21
"6218",-2,-21
"6219",-2,-21
"6220",-2,-21
"6221",-6,-6
"6222",-6,-6
"6223",-6,-6
"6224",-6,-6
"6225",-6,-6
"6226",-6,-6
"6227",-6,-6
"6228",-6,-6
"6229",-6,-6
"6230",-6,-6
"6231",3,-14
"6232",3,-14
"6233",3,-14
"6234",3,-14
"6235",3,-14
"6236",3,-14
"6237",3,-14
"6238",3,-14
"6239",3,-14
"6240",3,-14
"6241",13,0
"6242",13,0
"6243",13,0
"6244",13,0
"6245",13,0
"6246",13,0
"6247",13,0
"6248",13,0
"6249",13,0
"6250",13,0
"6251",-14,-1
"6252",-14,-1
"6253",-14,-1
"6254",-14,-1
"6255",-14,-1
"6256",-14,-1
"6257",-14,-1
"6258",-14,-1
"6259",-14,-1
"6260",-14,-1
"6261",-2,-1
"6262",-2,-1
"6263",-2,-1
"6264",-2,-1
"6265",-2,-1
"6266",-2,-1
"6267",-2,-1
"6268",-2,-1
"6269",-2,-1
"6270",-2,-1
"6271",5,-3
"6272",5,-3
"6273",5,-3
"6274",5,-3
"6275",5,-3
"6276",5,-3
"6277",5,-3
"6278",5,-3
"6279",5,-3
"6280",5,-3
"6281",-4,0
"6282",-4,0
"6283",-4,0
"6284",-4,0
"6285",-4,0
"6286",-4,0
"6287",-4,0
"6288",-4,0
"6289",-4,0
"6290",-4,0
"6291",3,10
"6292",3,10
"6293",3,10
"6294",3,10
"6295",3,10
"6296",3,10
"6297",3,10
"6298",3,10
"6299",3,10
"6300",3,10
"6301",-1,15
"6302",-1,15
"6303",-1,15
"6304",-1,15
"6305",-1,15
"6306",-1,15
"6307",-1,15
"6308",-1,15
"6309",-1,15
"6310",-1,15
"6311",-10,2
"6312",-10,2
"6313",-10,2
"6314",-10,2
"6315",-10,2
"6316",-10,2
"6317",-10,2
"6318",-10,2
"6319",-10,2
"6320",-10,2
"6321",-6,12
"6322",-6,12
"6323",-6,12
"6324",-6,12
"6325",-6,12
"6326",-6,12
"6327",-6,12
"6328",-6,12
"6329",-6,12
"6330",-6,12
"6331",20,1
"6332",20,1
"6333",20,1
"6334",20,1
"6335",20,1
"6336",20,1
"6337",20,1
"6338",20,1
"6339",20,1
"6340",20,1
"6341",4,3
"6342",4,3
"6343",4,3
"6344",4,3
"6345",4,3
"6346",4,3
"6347",4,3
"6348",4,3
"6349",4,3
"6350",4,3
"6351",-9,0
"6352",-9,0
"6353",-9,0
"6354",-9,0
"6355",-9,0
"6356",-9,0
"6357",-9,0
"6358",-9,0
"6359",-9,0
"6360",-9,0
"6361",5,-14
"6362",5,-14
"6363",5,-14
"6364",5,-14
"6365",5,-14
"6366",5,-14
"6367",5,-14
"6368",5,-14
"6369",5,-14
"6370",5,-14
"6371",2,-2
"6372",2,-2
"6373",2,-2
"6374",2,-2
"6375",2,-2
"6376",2,-2
